"1960","prove"
"200","operation"
"1609","series"
"1444","arm"
"74","administration"
"1355","pass"
"1721","mouth"
"769","knowledge"
"769","resource"
"385","population"
"1113","loss"
"304","American"
"1069","what"
"628","visit"
"1129","impact"
"1489","either"
"493","address"
"949","cover"
"367","responsibility"
"1585","worry"
"31","character"
"1705","apply"
"1172","simply"
"523","understand"
"10","single"
"1358","book"
"51","health"
"140","back"
"1959","increase"
"1218","hard"
"1630","rest"
"1925","let"
"1797","those"
"1727","customer"
"1287","lawyer"
"756","stop"
"1815","sister"
"530","environment"
"1285","bag"
"1285","interest"
"689","kitchen"
"341","energy"
"212","old"
"849","often"
"1205","beyond"
"408","decide"
"1887","each"
"830","else"
"391","certain"
"1727","discussion"
"1039","heavy"
"576","property"
"1393","community"
"145","certain"
"672","trial"
"672","their"
"1265","camera"
"1391","whether"
"138","unit"
"96","that"
"48","indeed"
"517","bit"
"437","arm"
"1481","success"
"1197","threat"
"581","father"
"587","as"
"1109","well"
"1889","minute"
"1049","number"
"1448","interview"
"302","instead"
"1579","inside"
"217","best"
"738","dog"
"133","drive"
"637","particular"
"682","success"
"1985","watch"
"1145","financial"
"333","both"
"814","kitchen"
"1109","ahead"
"978","letter"
"625","determine"
"1249","second"
"1303","arrive"
"543","media"
"1207","executive"
"1910","participant"
"1284","age"
"844","soon"
"365","together"
"518","end"
"928","box"
"676","despite"
"554","least"
"1632","actually"
"1473","year"
"1187","able"
"781","game"
"923","fall"
"1490","appear"
"148","language"
"1373","may"
"205","could"
"1024","imagine"
"1218","cost"
"1464","professor"
"1936","box"
"40","sign"
"1644","listen"
"978","measure"
"1481","decision"
"1625","own"
"742","memory"
"1580","morning"
"1782","nearly"
"1412","drop"
"1726","scientist"
"4","season"
"873","oil"
"1673","way"
"1388","set"
"1412","create"
"223","happy"
"1150","single"
"588","leader"
"1622","candidate"
"346","live"
"546","no"
"511","box"
"498","easy"
"401","vote"
"124","police"
"583","even"
"457","defense"
"189","summer"
"368","fly"
"207","tree"
"97","light"
"829","central"
"257","method"
"1762","report"
"129","social"
"971","coach"
"1755","small"
"742","push"
"140","morning"
"1802","see"
"328","almost"
"1704","partner"
"324","action"
"1633","law"
"0","control"
"1041","us"
"1633","away"
"1439","ever"
"1133","trial"
"900","middle"
"684","notice"
"147","leg"
"1186","less"
"730","capital"
"1848","letter"
"716","guess"
"232","us"
"1550","economy"
"1515","cause"
"506","hot"
"1335","provide"
"387","few"
"109","father"
"1375","cold"
"1107","resource"
"1924","since"
"1334","let"
"574","collection"
"1033","performance"
"797","hand"
"1858","remember"
"1886","evidence"
"600","sure"
"1364","member"
"218","left"
"473","form"
"912","bad"
"1088","training"
"1770","member"
"549","attorney"
"159","late"
"1161","fish"
"323","agree"
"149","difference"
"1796","race"
"233","yard"
"1732","article"
"1309","leg"
"1851","project"
"1522","past"
"1519","him"
"1016","bed"
"837","political"
"658","especially"
"1414","leader"
"1273","he"
"1991","catch"
"1508","lot"
"48","huge"
"1903","responsibility"
"822","decide"
"145","soon"
"992","economy"
"1429","occur"
"1729","drug"
"777","she"
"124","thousand"
"1026","call"
"112","make"
"1974","treatment"
"1806","manage"
"1482","certain"
"929","nature"
"1738","debate"
"731","employee"
"428","act"
"732","maybe"
"1140","time"
"16","analysis"
"305","generation"
"522","sure"
"684","film"
"1077","argue"
"1308","I"
"1061","not"
"654","fall"
"1866","discover"
"1389","how"
"673","every"
"887","two"
"1780","cell"
"266","commercial"
"1218","special"
"428","red"
"1735","lay"
"1877","hard"
"1583","response"
"1131","pattern"
"1993","over"
"673","stage"
"349","team"
"1582","on"
"1880","here"
"578","firm"
"823","even"
"876","drug"
"1839","physical"
"893","laugh"
"928","line"
"1912","above"
"1078","likely"
"1495","official"
"1669","maybe"
"1638","hear"
"1740","section"
"1122","parent"
"791","mention"
"1164","matter"
"811","nothing"
"1758","ago"
"1162","against"
"1725","add"
"343","because"
"1095","professor"
"1222","doctor"
"1869","he"
"325","side"
"1199","something"
"1558","thing"
"649","few"
"559","want"
"200","back"
"1753","close"
"511","become"
"1865","pay"
"1110","pattern"
"593","must"
"1985","give"
"1681","walk"
"1403","actually"
"1345","recently"
"743","successful"
"183","face"
"1696","race"
"646","other"
"1996","despite"
"574","college"
"997","whole"
"882","today"
"1801","under"
"1004","never"
"1961","cover"
"851","accept"
"1194","site"
"350","throw"
"1893","wind"
"470","growth"
"202","than"
"1824","bed"
"905","once"
"887","meet"
"1566","difficult"
"1592","quickly"
"979","note"
"606","media"
"1091","help"
"816","until"
"1029","name"
"717","choose"
"1377","receive"
"660","later"
"711","in"
"353","issue"
"89","issue"
"1578","particular"
"1477","house"
"1405","might"
"1129","themselves"
"973","edge"
"395","rock"
"851","store"
"473","born"
"17","deal"
"10","feeling"
"1667","sport"
"1949","report"
"1055","production"
"538","myself"
"1327","high"
"809","really"
"475","present"
"872","even"
"1549","health"
"1892","his"
"1943","building"
"751","view"
"1058","seven"
"1826","interesting"
"1687","change"
"1691","east"
"71","after"
"985","among"
"1307","daughter"
"15","yeah"
"1995","recently"
"496","sort"
"758","three"
"696","authority"
"578","ok"
"810","why"
"1106","wish"
"1773","apply"
"427","respond"
"320","name"
"1265","small"
"1682","wear"
"673","thousand"
"315","environment"
"1484","best"
"1514","else"
"995","trouble"
"1452","suggest"
"840","pay"
"1899","worker"
"267","defense"
"623","turn"
"1713","outside"
"142","offer"
"793","us"
"169","action"
"474","public"
"1020","general"
"1486","risk"
"442","eat"
"799","mission"
"721","president"
"149","bar"
"853","cause"
"1908","imagine"
"387","order"
"309","close"
"581","very"
"1197","loss"
"1793","where"
"907","store"
"443","memory"
"1309","number"
"957","father"
"281","cause"
"546","bad"
"925","kitchen"
"1878","spring"
"978","body"
"1956","would"
"1396","manager"
"25","hit"
"1534","black"
"1061","end"
"836","produce"
"222","fund"
"180","center"
"1424","idea"
"1399","scientist"
"1561","part"
"378","what"
"855","pick"
"1070","result"
"125","dream"
"485","billion"
"1787","she"
"40","activity"
"1908","girl"
"788","major"
"1426","everyone"
"1975","society"
"279","under"
"111","day"
"1719","week"
"1411","change"
"611","ago"
"1165","shake"
"187","couple"
"341","laugh"
"1772","near"
"1782","different"
"1761","community"
"873","recognize"
"1525","language"
"708","full"
"972","want"
"846","cup"
"1327","quality"
"1121","seven"
"1140","phone"
"567","fish"
"447","really"
"1071","second"
"549","first"
"1327","kid"
"1997","machine"
"1203","speech"
"1168","kind"
"1969","sit"
"850","not"
"326","which"
"1534","at"
"1074","poor"
"584","develop"
"736","already"
"90","pattern"
"147","scientist"
"1522","affect"
"1303","rest"
"250","contain"
"172","natural"
"995","half"
"447","sure"
"738","debate"
"1141","challenge"
"1736","I"
"1400","probably"
"1178","finally"
"162","hand"
"1305","draw"
"1114","single"
"647","late"
"1593","event"
"408","should"
"618","character"
"1113","body"
"536","career"
"504","outside"
"1309","white"
"1342","trip"
"250","community"
"1176","which"
"745","range"
"207","whom"
"1573","key"
"1508","region"
"1652","cell"
"1022","as"
"1047","travel"
"1439","customer"
"1350","society"
"1670","movement"
"1503","sport"
"974","north"
"400","cut"
"508","role"
"1225","pick"
"611","investment"
"1954","argue"
"1444","prepare"
"60","fight"
"1259","hot"
"917","whatever"
"778","magazine"
"1694","worker"
"70","maintain"
"1007","dinner"
"995","treat"
"1186","energy"
"696","approach"
"641","bar"
"1800","decision"
"1618","natural"
"1202","space"
"1656","ask"
"553","early"
"1570","less"
"842","different"
"1503","feel"
"1351","house"
"838","doctor"
"785","draw"
"1862","card"
"472","in"
"1872","people"
"541","participant"
"450","establish"
"1468","participant"
"188","environmental"
"130","heart"
"1566","trial"
"215","statement"
"441","where"
"1919","house"
"738","than"
"1435","area"
"1910","rule"
"1050","themselves"
"104","sing"
"1940","PM"
"1752","machine"
"21","fight"
"1108","entire"
"818","society"
"1184","own"
"1542","large"
"1248","rather"
"1878","special"
"763","necessary"
"1238","hope"
"290","stop"
"1961","prove"
"1494","customer"
"1347","positive"
"845","help"
"1523","enter"
"693","particularly"
"1998","claim"
"1622","top"
"1503","fast"
"913","already"
"1543","travel"
"1149","prepare"
"1645","debate"
"555","million"
"1950","against"
"81","decision"
"923","economic"
"5","fund"
"1607","marriage"
"144","little"
"542","site"
"649","money"
"1202","amount"
"1623","fast"
"1493","edge"
"1139","wonder"
"900","peace"
"114","deal"
"1417","church"
"487","simply"
"1276","order"
"1168","fast"
"1981","drug"
"486","certainly"
"1157","guess"
"604","pattern"
"1661","lead"
"610","edge"
"1859","watch"
"1320","follow"
"304","happy"
"366","any"
"5","reveal"
"991","house"
"1067","suddenly"
"13","crime"
"241","generation"
"984","rise"
"306","speak"
"1447","must"
"1013","player"
"539","religious"
"1272","car"
"937","dinner"
"1849","city"
"1728","wide"
"774","kitchen"
"1278","here"
"482","try"
"185","manage"
"1000","our"
"524","part"
"1863","beautiful"
"631","hot"
"13","mind"
"510","model"
"943","kid"
"198","sure"
"4","suddenly"
"1622","out"
"1568","adult"
"37","film"
"1777","parent"
"865","strong"
"1660","member"
"1891","cup"
"1532","kitchen"
"196","claim"
"577","environmental"
"90","certain"
"1660","example"
"932","region"
"221","discover"
"1789","people"
"1185","wife"
"303","their"
"673","never"
"627","agreement"
"1312","event"
"1115","ten"
"107","paper"
"726","part"
"1547","write"
"1625","in"
"719","century"
"1735","mouth"
"718","rich"
"456","there"
"76","note"
"1754","rise"
"539","interesting"
"10","dark"
"763","soon"
"1494","step"
"815","parent"
"1542","safe"
"780","lose"
"1059","report"
"182","but"
"485","know"
"744","science"
"268","west"
"1319","find"
"741","nice"
"1748","water"
"977","much"
"1065","show"
"581","shake"
"1746","order"
"1999","attorney"
"1676","fact"
"1405","drug"
"6","during"
"1924","impact"
"331","if"
"1346","material"
"1586","behind"
"1718","author"
"451","another"
"1471","but"
"368","thousand"
"201","help"
"110","country"
"451","thought"
"788","idea"
"156","too"
"1279","yeah"
"421","mission"
"303","grow"
"1983","think"
"223","group"
"1340","recognize"
"978","outside"
"1710","usually"
"123","able"
"1921","six"
"665","decide"
"1911","politics"
"278","eat"
"286","son"
"959","effort"
"763","whom"
"1594","history"
"1937","structure"
"277","say"
"1494","hot"
"160","measure"
"1567","window"
"1012","happen"
"1903","indeed"
"960","animal"
"1332","realize"
"298","parent"
"1981","today"
"408","list"
"1954","high"
"945","bag"
"1394","woman"
"705","too"
"757","town"
"1397","tonight"
"1427","agent"
"1121","want"
"200","speech"
"1956","how"
"1740","democratic"
"1576","year"
"367","argue"
"857","note"
"24","first"
"1730","several"
"296","actually"
"1235","commercial"
"1330","recent"
"33","protect"
"1984","rise"
"1813","yeah"
"685","color"
"1934","including"
"1411","quality"
"409","rather"
"86","edge"
"1691","able"
"1504","support"
"412","per"
"916","instead"
"1446","call"
"842","college"
"1579","cold"
"1862","plant"
"148","out"
"976","reduce"
"1527","improve"
"1745","project"
"314","style"
"1798","laugh"
"309","visit"
"1822","major"
"251","guy"
"425","across"
"204","me"
"1555","identify"
"582","interview"
"1260","music"
"1666","box"
"1717","tax"
"395","pretty"
"819","she"
"698","about"
"959","resource"
"350","specific"
"1082","only"
"789","energy"
"188","peace"
"495","education"
"370","choice"
"339","lot"
"615","something"
"443","too"
"894","eight"
"99","eight"
"624","energy"
"1355","school"
"1408","to"
"408","hair"
"430","floor"
"1393","inside"
"655","point"
"1064","generation"
"387","him"
"1130","but"
"913","agree"
"332","in"
"1233","level"
"940","compare"
"527","cost"
"995","other"
"1544","often"
"550","big"
"1788","fire"
"942","whole"
"405","say"
"1749","quickly"
"1117","piece"
"1203","wait"
"1389","specific"
"528","town"
"1944","throughout"
"1113","huge"
"173","Mr"
"1638","compare"
"1800","reason"
"236","eight"
"790","suddenly"
"1850","red"
"1285","right"
"499","article"
"1090","player"
"1734","military"
"256","five"
"1173","understand"
"1454","require"
"1674","really"
"1915","easy"
"676","speech"
"460","piece"
"182","certain"
"40","answer"
"1156","system"
"427","car"
"1011","clearly"
"120","reach"
"144","road"
"1630","account"
"1562","man"
"1892","soldier"
"373","likely"
"1081","cause"
"135","deep"
"1303","do"
"1496","hundred"
"76","figure"
"893","mother"
"284","part"
"814","later"
"315","big"
"175","name"
"1934","class"
"1588","herself"
"225","whole"
"1994","arrive"
"1742","board"
"964","cold"
"1730","level"
"164","write"
"405","notice"
"62","play"
"522","white"
"1859","medical"
"1285","it"
"410","eye"
"995","already"
"1325","throughout"
"804","sell"
"365","attention"
"971","physical"
"1698","general"
"401","science"
"906","possible"
"1505","dream"
"201","much"
"1805","body"
"1237","western"
"116","interesting"
"310","security"
"419","goal"
"1906","high"
"1096","court"
"778","we"
"333","water"
"33","understand"
"1291","leader"
"1938","on"
"555","glass"
"387","movement"
"486","adult"
"1930","partner"
"1798","before"
"1972","create"
"454","church"
"1261","each"
"1512","speak"
"1782","table"
"470","fire"
"651","but"
"130","share"
"1819","from"
"1895","hair"
"472","face"
"582","environmental"
"307","wide"
"1003","bank"
"1017","plant"
"1606","interesting"
"401","this"
"611","sing"
"806","candidate"
"903","lay"
"1838","point"
"1098","nation"
"136","fly"
"1376","matter"
"1768","tend"
"958","available"
"503","north"
"390","while"
"1689","possible"
"1963","matter"
"949","remember"
"1369","cell"
"1128","hundred"
"83","together"
"1717","plan"
"990","pay"
"782","chair"
"1856","be"
"186","major"
"1354","financial"
"1984","approach"
"973","military"
"189","address"
"1012","want"
"1479","just"
"628","child"
"1617","truth"
"980","common"
"970","win"
"372","instead"
"270","learn"
"1008","line"
"411","area"
"1358","be"
"977","none"
"371","both"
"1511","degree"
"1620","activity"
"13","pass"
"373","seem"
"885","training"
"1313","test"
"721","risk"
"560","eight"
"1438","at"
"1666","story"
"419","station"
"421","pick"
"232","pull"
"1663","cover"
"525","opportunity"
"386","available"
"883","almost"
"398","reveal"
"1905","voice"
"890","carry"
"1337","effort"
"800","increase"
"1519","medical"
"1230","their"
"638","either"
"1062","animal"
"145","result"
"1528","step"
"1386","when"
"876","citizen"
"661","rise"
"701","of"
"1399","outside"
"789","yard"
"1417","forget"
"689","civil"
"1212","also"
"782","manage"
"1048","account"
"1150","economic"
"1145","store"
"1281","contain"
"1575","image"
"1702","doctor"
"1615","chance"
"619","carry"
"243","back"
"85","question"
"1350","reveal"
"1100","great"
"1374","finish"
"1671","land"
"316","couple"
"478","tree"
"1352","participant"
"1517","home"
"970","plan"
"1500","model"
"1465","appear"
"1410","former"
"434","memory"
"1879","evening"
"836","seek"
"1248","drug"
"596","scene"
"1790","party"
"947","break"
"1115","environment"
"363","learn"
"1605","process"
"1628","condition"
"1344","break"
"984","cup"
"1438","next"
"18","tend"
"1142","yard"
"1698","car"
"1768","contain"
"1841","song"
"989","account"
"1318","through"
"1897","knowledge"
"23","detail"
"888","yet"
"336","hospital"
"1527","available"
"1414","what"
"223","they"
"1238","cold"
"1165","page"
"178","feeling"
"1822","central"
"799","foot"
"1590","hear"
"1145","produce"
"1753","magazine"
"597","federal"
"280","else"
"894","reflect"
"451","share"
"1887","beat"
"1781","type"
"60","long"
"1971","ball"
"1036","upon"
"413","whose"
"1334","commercial"
"1234","article"
"280","what"
"1315","daughter"
"1641","tough"
"1045","large"
"1755","sometimes"
"1813","treatment"
"1283","price"
"1650","past"
"747","scientist"
"1527","treat"
"353","sort"
"895","training"
"1659","paper"
"1304","able"
"148","decision"
"1242","give"
"1088","show"
"57","successful"
"1948","power"
"1077","best"
"1556","focus"
"863","want"
"1893","let"
"975","computer"
"366","garden"
"1505","season"
"871","politics"
"368","structure"
"697","remember"
"691","education"
"237","test"
"435","meeting"
"1302","pick"
"1699","sort"
"341","tough"
"1374","but"
"1487","maintain"
"1693","price"
"617","often"
"501","investment"
"1081","fact"
"1514","agency"
"1897","notice"
"407","success"
"1257","group"
"1701","expert"
"816","force"
"1535","five"
"1469","break"
"1815","election"
"106","specific"
"420","answer"
"382","everybody"
"161","stock"
"90","soon"
"1608","chair"
"1175","tax"
"867","end"
"1382","speech"
"356","five"
"743","three"
"1733","teach"
"1461","air"
"173","scene"
"440","form"
"1683","product"
"1371","century"
"1878","particular"
"284","run"
"1055","true"
"1626","phone"
"1079","hit"
"312","certainly"
"1138","training"
"1030","democratic"
"1640","listen"
"304","list"
"1206","argue"
"784","fast"
"829","arm"
"1269","service"
"1368","degree"
"1988","that"
"787","add"
"159","provide"
"379","race"
"1514","be"
"1038","hold"
"1465","along"
"101","sign"
"1074","order"
"764","help"
"296","affect"
"159","almost"
"705","finally"
"493","concern"
"293","son"
"1782","fund"
"869","first"
"982","enjoy"
"1528","life"
"499","various"
"674","deep"
"1158","score"
"1033","stock"
"796","everybody"
"1371","first"
"190","along"
"1992","plant"
"757","show"
"53","kind"
"939","cause"
"1872","place"
"1117","mind"
"920","simple"
"1964","prove"
"1543","picture"
"1589","live"
"1702","almost"
"432","do"
"960","quite"
"800","inside"
"1954","challenge"
"810","daughter"
"1584","though"
"142","car"
"1278","sit"
"1447","color"
"456","skill"
"821","mission"
"82","less"
"452","any"
"1263","form"
"665","try"
"599","view"
"341","could"
"1149","same"
"549","toward"
"684","record"
"933","study"
"774","however"
"450","south"
"616","spend"
"191","draw"
"1076","size"
"1969","like"
"372","city"
"766","allow"
"156","beyond"
"364","keep"
"1857","material"
"653","know"
"1841","bring"
"423","activity"
"241","wrong"
"923","despite"
"1689","budget"
"1978","keep"
"1657","necessary"
"732","material"
"641","approach"
"1557","prevent"
"1601","soon"
"1319","PM"
"263","across"
"1879","record"
"497","pretty"
"1457","office"
"1329","set"
"303","service"
"725","effect"
"182","performance"
"1897","prepare"
"1551","put"
"1440","lay"
"1433","staff"
"567","base"
"598","report"
"1158","answer"
"1918","money"
"416","thought"
"1672","game"
"537","although"
"429","music"
"649","stuff"
"326","wife"
"1833","wall"
"1722","receive"
"1943","bar"
"1322","threat"
"1670","manager"
"1346","pretty"
"1017","fund"
"1412","leader"
"1233","standard"
"1609","need"
"91","yourself"
"825","leader"
"235","everyone"
"1029","region"
"1355","follow"
"996","opportunity"
"963","miss"
"1180","drop"
"1341","allow"
"445","foreign"
"294","production"
"513","near"
"37","eight"
"1182","product"
"1686","special"
"824","whole"
"213","from"
"1592","somebody"
"1644","most"
"1152","different"
"600","bad"
"877","can"
"1065","sometimes"
"598","quickly"
"565","traditional"
"1238","garden"
"112","spend"
"1792","provide"
"1450","boy"
"1341","activity"
"462","major"
"52","cold"
"285","character"
"981","parent"
"1387","western"
"134","major"
"560","response"
"1775","conference"
"100","professional"
"730","travel"
"1247","piece"
"404","market"
"742","prepare"
"467","education"
"1667","watch"
"1408","toward"
"1358","color"
"1475","improve"
"1446","professor"
"579","discover"
"1181","whether"
"201","over"
"657","research"
"389","recognize"
"189","she"
"1867","approach"
"782","college"
"1582","arm"
"255","his"
"396","beat"
"445","per"
"4","because"
"1027","recognize"
"797","side"
"1634","miss"
"1955","open"
"907","wind"
"1099","follow"
"776","two"
"211","someone"
"1889","forward"
"941","economy"
"1333","enjoy"
"278","fear"
"620","give"
"1729","people"
"1906","as"
"820","item"
"117","house"
"450","young"
"199","employee"
"460","seat"
"656","tell"
"1238","culture"
"1113","who"
"856","region"
"114","direction"
"770","sort"
"1479","follow"
"1509","college"
"708","matter"
"1934","bring"
"762","develop"
"276","someone"
"1940","sense"
"1707","really"
"3","church"
"1011","laugh"
"716","capital"
"403","provide"
"1593","team"
"1152","PM"
"522","politics"
"537","people"
"1253","attorney"
"1922","decade"
"1351","magazine"
"1669","nice"
"1673","animal"
"1490","suddenly"
"833","month"
"567","improve"
"476","leg"
"1631","call"
"249","federal"
"414","weight"
"364","scientist"
"1864","ask"
"1196","myself"
"542","try"
"1611","part"
"1907","fill"
"631","magazine"
"1910","worker"
"591","nor"
"1581","each"
"882","news"
"291","successful"
"1118","we"
"1445","main"
"1061","sport"
"607","current"
"667","drug"
"368","people"
"505","upon"
"1680","total"
"1161","cultural"
"263","power"
"1835","institution"
"569","feeling"
"1426","wide"
"886","different"
"647","conference"
"1187","under"
"128","build"
"83","letter"
"1056","hotel"
"985","threat"
"323","positive"
"405","nation"
"865","same"
"1762","dark"
"384","animal"
"103","yard"
"1632","kind"
"71","people"
"1961","early"
"692","few"
"902","feel"
"829","song"
"92","environment"
"1473","human"
"1995","next"
"1256","paper"
"815","situation"
"1516","full"
"1827","mind"
"1903","society"
"935","remain"
"1953","live"
"728","current"
"117","effect"
"822","responsibility"
"1566","fast"
"1486","wrong"
"257","chance"
"1494","issue"
"1593","treat"
"129","eye"
"745","serve"
"898","summer"
"1496","issue"
"199","throw"
"1597","local"
"325","make"
"1814","adult"
"1425","Republican"
"610","building"
"1971","myself"
"122","away"
"25","executive"
"31","officer"
"1096","read"
"1590","race"
"12","social"
"1991","sort"
"665","career"
"438","traditional"
"1789","produce"
"1681","specific"
"403","decade"
"1829","those"
"1310","Democrat"
"1733","summer"
"1395","service"
"559","father"
"1232","final"
"1274","thousand"
"892","someone"
"435","everybody"
"1055","me"
"77","put"
"1598","red"
"1958","best"
"1981","sort"
"706","standard"
"556","star"
"153","fall"
"774","right"
"992","during"
"1715","decade"
"1549","smile"
"1071","until"
"1083","kid"
"2","court"
"1075","likely"
"115","brother"
"1081","local"
"1600","road"
"817","west"
"394","share"
"774","ability"
"1076","suggest"
"1279","throughout"
"1506","director"
"165","tell"
"1965","image"
"1869","bank"
"757","yeah"
"865","fact"
"999","compare"
"441","writer"
"1181","direction"
"1369","same"
"1920","level"
"1792","hundred"
"1623","in"
"1752","quite"
"130","doctor"
"1339","reach"
"1861","now"
"1249","wait"
"648","rule"
"1414","agree"
"1241","build"
"1820","teach"
"62","address"
"1350","author"
"897","culture"
"1948","add"
"521","person"
"506","think"
"455","her"
"290","hand"
"533","election"
"1395","control"
"1776","show"
"764","participant"
"1476","tough"
"128","here"
"1574","certain"
"1605","lead"
"408","ten"
"1416","top"
"550","somebody"
"701","interesting"
"566","treat"
"1908","exactly"
"256","reality"
"657","record"
"1297","camera"
"642","child"
"1831","nor"
"470","effort"
"398","light"
"1765","today"
"1453","nature"
"449","the"
"474","name"
"1857","institution"
"1904","more"
"1374","yes"
"460","current"
"1837","eye"
"679","wait"
"1751","four"
"1195","chance"
"687","yeah"
"642","former"
"1043","maintain"
"287","attention"
"664","PM"
"1221","body"
"1263","reason"
"342","new"
"1387","those"
"253","mother"
"1144","send"
"1441","tough"
"365","until"
"381","president"
"635","general"
"4","listen"
"1529","technology"
"1730","reduce"
"1887","rather"
"557","little"
"1490","best"
"535","see"
"1939","break"
"1629","if"
"1915","must"
"1155","television"
"1572","owner"
"1514","list"
"262","region"
"137","camera"
"1220","their"
"405","page"
"472","break"
"497","play"
"1070","PM"
"1560","job"
"1690","fact"
"1350","morning"
"1111","program"
"1332","agent"
"1177","service"
"294","democratic"
"1312","stay"
"1072","account"
"1448","fine"
"433","next"
"1881","white"
