"399","32","99"
"950","24","68"
"1426","13","44"
"1129","41","38"
"1142","77","9"
"1653","55","11"
"962","11","57"
"338","41","0"
"898","85","48"
"1783","26","24"
"1579","70","98"
"1135","16","22"
"1069","12","59"
"1142","61","6"
"143","59","76"
"1867","41","65"
"1595","13","13"
"733","26","97"
"1564","62","30"
"97","16","40"
"27","16","13"
"1606","85","5"
"1324","14","37"
"983","55","50"
"1578","26","44"
"1098","38","0"
"1948","12","38"
"14","30","49"
"386","55","6"
"1479","38","63"
"52","59","79"
"1725","59","49"
"572","66","72"
"1155","39","0"
"724","62","5"
"423","77","34"
"80","35","29"
"426","30","65"
"1779","35","75"
"564","70","60"
"1841","12","58"
"1312","12","5"
"1980","41","30"
"1839","30","18"
"1187","26","13"
"1154","77","2"
"24","59","25"
"1579","16","76"
"105","62","91"
"712","39","57"
"894","24","100"
"1892","58","30"
"79","39","57"
"351","77","39"
"1278","59","31"
"102","71","39"
"1767","13","18"
"506","55","71"
"735","11","74"
"801","14","63"
"716","61","52"
"1014","77","62"
"400","61","94"
"435","77","9"
"1726","55","8"
"851","11","17"
"429","14","23"
"244","41","55"
"1326","41","57"
"1392","32","6"
"289","71","61"
"657","41","27"
"1724","39","9"
"843","24","66"
"1102","36","43"
"1857","55","18"
"1610","36","42"
"823","36","31"
"909","62","81"
"1735","61","59"
"1884","14","19"
"645","62","91"
"356","67","71"
"1282","26","98"
"373","67","23"
"1721","24","12"
"63","61","15"
"745","35","37"
"751","16","60"
"1499","77","76"
"544","67","55"
"1441","62","66"
"1751","39","98"
"1672","66","88"
"1706","70","19"
"1817","59","81"
"1283","39","32"
"1580","66","78"
"1196","11","21"
"1520","70","52"
"1915","59","50"
"544","12","40"
"1697","36","21"
"1508","35","53"
"1158","38","70"
"1128","13","27"
"1547","32","55"
"675","38","2"
"165","32","30"
"848","66","64"
"613","55","8"
"1287","16","78"
"684","55","47"
"1849","13","64"
"136","67","91"
"515","11","0"
"1323","36","96"
"614","38","69"
"992","77","45"
"1283","14","16"
"1461","11","29"
"1858","77","98"
"189","71","19"
"196","30","88"
"1093","13","39"
"186","62","8"
"1059","16","99"
"700","39","15"
"308","24","84"
"1336","59","29"
"1941","71","73"
"703","77","57"
"1584","61","30"
"1182","36","31"
"1347","62","37"
"756","85","59"
"659","41","80"
"1223","61","87"
"1058","38","62"
"1422","58","74"
"974","39","34"
"1902","39","98"
"1722","55","79"
"127","24","25"
"974","11","99"
"1743","58","65"
"1895","55","36"
"1369","70","35"
"919","12","61"
"606","39","53"
"768","38","40"
"841","66","0"
"818","36","86"
"313","55","22"
"522","36","94"
"458","59","12"
"1055","85","84"
"668","58","77"
"325","35","28"
"1876","85","40"
"1430","55","66"
"1067","35","29"
"1222","39","50"
"380","77","82"
"1237","38","25"
"511","12","45"
"1358","11","72"
"324","14","90"
"1900","71","16"
"1730","36","72"
"1847","35","80"
"1724","12","8"
"1060","41","28"
"698","13","26"
"218","61","40"
"1338","35","76"
"1153","30","54"
"266","77","58"
"1955","14","96"
"1296","32","56"
"789","13","30"
"1136","11","88"
"1894","38","87"
"730","11","31"
"219","55","68"
"1216","32","60"
"1303","85","53"
"370","41","90"
"700","66","70"
"1324","58","98"
"1419","77","88"
"341","12","23"
"537","61","16"
"437","77","20"
"1361","35","46"
"170","38","42"
"869","67","90"
"1872","13","20"
"888","13","38"
"1892","26","93"
"1549","32","55"
"1193","61","5"
"975","61","41"
"1382","61","90"
"30","41","63"
"148","62","0"
"1800","66","31"
"548","58","65"
"1410","55","26"
"501","32","29"
"58","12","93"
"465","59","32"
"1423","77","19"
"1107","67","37"
"1094","67","63"
"56","13","32"
"1384","61","29"
"1592","16","22"
"825","14","56"
"1616","39","69"
"1983","70","69"
"1012","39","42"
"342","35","79"
"1806","11","47"
"493","38","74"
"992","24","30"
"85","59","96"
"1140","30","30"
"1782","66","44"
"766","61","83"
"1233","39","98"
"1826","62","70"
"686","85","33"
"815","32","85"
"635","14","13"
"266","70","37"
"1876","36","69"
"1541","14","35"
"1086","32","51"
"989","55","56"
"552","59","20"
"996","14","81"
"512","41","16"
"1164","66","29"
"314","58","65"
"756","77","46"
"751","67","36"
"1588","24","81"
"1522","30","31"
"216","14","25"
"1986","77","35"
"174","67","79"
"236","24","54"
"793","67","35"
"823","77","36"
"788","85","11"
"1752","58","40"
"781","67","98"
"240","14","87"
"1830","41","72"
"876","11","4"
"522","62","2"
"875","24","12"
"696","62","88"
"533","26","78"
"986","55","45"
"190","12","100"
"1579","35","90"
"1587","11","80"
"57","14","84"
"1011","26","79"
"648","16","47"
"312","32","12"
"1569","62","28"
"1664","35","0"
"304","77","76"
"296","77","52"
"1367","13","14"
"63","38","49"
"941","14","55"
"407","36","86"
"1998","55","69"
"1832","66","58"
"1367","67","92"
"144","85","30"
"54","36","34"
"1635","41","22"
"1239","38","4"
"68","13","79"
"1659","12","42"
"146","38","53"
"1812","61","46"
"1221","55","49"
"747","41","37"
"1418","67","22"
"316","13","18"
"269","67","74"
"226","39","63"
"1834","59","11"
"475","24","60"
"323","26","72"
"705","66","1"
"13","55","59"
"1394","55","39"
"7","41","77"
"218","16","15"
"484","70","53"
"524","70","34"
"807","24","3"
"1237","71","78"
"716","55","33"
"864","32","27"
"1727","24","78"
"1655","32","59"
"256","62","27"
"610","61","17"
"1911","39","47"
"75","85","60"
"373","13","70"
"1844","67","56"
"591","30","39"
"1041","38","32"
"454","16","14"
"77","26","18"
"1670","26","55"
"1765","58","35"
"1229","62","45"
"816","38","31"
"190","26","19"
"579","66","94"
"1827","62","83"
"1575","67","42"
"1","26","50"
"83","66","54"
"204","55","44"
"746","70","58"
"1523","32","9"
"1197","24","41"
"166","38","16"
"962","12","82"
"810","41","41"
"1688","30","23"
"514","12","88"
"1447","14","3"
"1385","70","14"
"1431","71","36"
"1048","32","56"
"55","12","20"
"1145","62","79"
"956","71","43"
"1017","58","85"
"756","11","16"
"523","39","97"
"1196","66","38"
"178","67","66"
"1713","62","75"
"1834","26","35"
"1254","67","39"
"1150","11","32"
"740","58","0"
"1171","30","72"
"1125","36","47"
"877","41","69"
"840","11","2"
"1373","39","32"
"1455","70","4"
"515","77","26"
"1920","62","88"
"336","11","57"
"608","71","39"
"236","58","47"
"727","58","61"
"15","55","42"
"1893","67","4"
"664","12","96"
"101","85","67"
"230","13","41"
"907","39","18"
"836","38","7"
"242","24","6"
"1675","59","87"
"531","24","14"
"931","13","11"
"1411","36","67"
"90","32","100"
"1630","26","94"
"553","13","80"
"696","77","46"
"551","12","33"
"806","16","90"
"1487","32","84"
"1438","70","49"
"243","12","17"
"1893","12","74"
"1117","12","5"
"42","62","81"
"51","35","20"
"820","66","42"
"1138","16","6"
"1419","12","92"
"189","41","17"
"792","59","64"
"416","70","64"
"1408","11","64"
"40","14","79"
"1603","70","40"
"838","77","93"
"186","59","73"
"816","36","6"
"133","38","58"
"238","71","21"
"1554","24","51"
"928","59","41"
"872","77","47"
"24","38","57"
"447","66","49"
"1669","24","83"
"1707","77","51"
"85","58","15"
"309","12","7"
"231","71","27"
"1269","38","55"
"837","39","83"
"1687","67","95"
"1072","70","26"
"952","24","8"
"1309","58","21"
"692","41","74"
"1393","26","33"
"1491","39","37"
"1670","35","73"
"777","67","14"
"937","38","27"
"1123","85","48"
"970","35","80"
"1680","71","45"
"1827","77","15"
"473","58","23"
"1871","32","40"
"1234","13","22"
"502","12","69"
"216","59","57"
"869","13","4"
"659","71","59"
"1906","77","44"
"1355","26","14"
"471","66","24"
"1142","39","26"
"1754","66","18"
"879","70","33"
"660","24","19"
"243","14","10"
"1945","38","93"
"714","24","68"
"1198","39","95"
"1255","14","0"
"770","24","5"
"356","38","74"
"426","16","47"
"1182","59","96"
"1249","11","2"
"459","85","4"
"335","13","64"
"924","71","88"
"781","26","40"
"1774","70","12"
"1820","62","5"
"871","11","35"
"458","13","98"
"609","39","75"
"1459","85","93"
"1623","71","78"
"1734","30","9"
"1056","30","74"
"735","13","41"
"926","12","91"
"1049","85","19"
"1406","39","43"
"1200","77","37"
"1178","71","49"
"468","55","10"
"857","71","97"
"600","14","73"
"1247","58","17"
"990","24","7"
"1604","77","78"
"226","77","57"
"400","58","49"
"97","38","98"
"768","61","87"
"590","62","55"
"367","61","44"
"769","32","69"
"740","70","10"
"727","62","94"
"668","26","8"
"522","14","21"
"333","39","11"
"972","59","30"
"1563","70","38"
"882","14","74"
"1885","55","12"
"1758","39","31"
"850","38","60"
"1109","30","80"
"1331","11","91"
"259","16","57"
"1272","77","30"
"1549","14","62"
"1662","24","90"
"1732","38","40"
"1978","14","64"
"538","11","47"
"1916","30","59"
"264","41","28"
"540","35","37"
"177","55","86"
"1155","32","1"
"472","77","97"
"43","14","2"
"1623","41","50"
"455","71","2"
"160","85","44"
"739","58","44"
"24","41","0"
"353","66","8"
"746","12","44"
"1558","71","5"
"1573","41","76"
"1554","71","91"
"923","26","9"
"665","16","85"
"890","66","7"
"1909","16","17"
"1185","85","6"
"1656","32","71"
"828","13","85"
"1253","24","17"
"1967","16","7"
"1533","39","48"
"1084","62","12"
"835","24","61"
"95","39","94"
"1612","67","70"
"1246","59","22"
"250","67","50"
"453","62","86"
"1941","58","38"
"721","85","68"
"605","62","85"
"801","30","51"
"1401","77","26"
"905","59","81"
"1594","13","84"
"1380","85","73"
"165","26","70"
"846","24","23"
"248","11","96"
"1474","62","6"
"681","32","43"
"1261","39","28"
"978","85","62"
"1845","70","21"
"1033","70","81"
"431","35","41"
"1007","16","75"
"818","67","94"
"793","38","14"
"1679","38","14"
"951","58","24"
"1246","13","68"
"1330","32","55"
"1344","71","20"
"877","77","85"
"1503","61","34"
"702","24","24"
"93","16","83"
"489","41","42"
"875","39","54"
"100","24","53"
"1754","24","46"
"1580","41","26"
"1954","62","62"
"508","14","54"
"293","70","10"
"1100","16","58"
"1337","30","87"
"648","55","24"
"895","71","22"
"294","13","46"
"944","30","89"
"251","32","50"
"1827","85","46"
"455","13","11"
"1127","36","43"
"229","41","91"
"1535","26","54"
"1548","14","29"
"726","32","63"
"958","16","28"
"667","38","94"
"594","70","97"
"204","66","70"
"760","77","35"
"233","61","92"
"708","41","25"
"592","61","97"
"185","66","26"
"1751","30","90"
"1372","24","77"
"1253","35","73"
"765","61","33"
"1502","38","45"
"177","16","74"
"1727","38","48"
"429","35","5"
"30","55","21"
"371","26","94"
"441","70","48"
"1368","35","48"
"1124","77","9"
"1078","41","35"
"844","39","87"
"619","30","76"
"1065","77","80"
"774","70","0"
"797","71","49"
"502","35","43"
"1789","85","73"
"982","55","30"
"669","67","54"
"412","62","15"
"909","36","65"
"393","61","35"
"805","24","19"
"1514","14","46"
"115","12","92"
"115","11","14"
"490","55","40"
"1959","35","57"
"1157","71","34"
"429","41","26"
"962","38","28"
"627","38","92"
"1697","39","66"
"635","24","23"
"988","70","38"
"1628","12","17"
"1800","16","36"
"0","67","16"
"518","61","51"
"820","36","41"
"1894","55","37"
"886","16","16"
"1638","39","26"
"29","39","40"
"832","24","60"
"233","58","17"
"1165","38","93"
"1150","58","93"
"395","67","36"
"861","67","29"
"975","67","36"
"24","32","35"
"518","38","0"
"640","13","95"
"963","41","95"
"214","66","31"
"415","70","15"
"1686","67","80"
"712","41","89"
"1148","39","51"
"367","36","60"
"1910","59","76"
"225","36","2"
"1332","70","78"
"752","62","86"
"1798","71","55"
"209","16","95"
"196","61","65"
"623","38","85"
"1355","70","78"
"1884","61","96"
"1208","24","67"
"1268","41","2"
"1300","77","11"
"827","71","100"
"659","61","31"
"556","77","54"
"1602","24","55"
"340","30","96"
"1679","85","18"
"479","66","37"
"395","58","6"
"368","41","43"
"104","67","1"
"1513","85","16"
"958","14","58"
"1063","67","3"
"1733","16","40"
"1204","14","75"
"10","71","73"
"1556","12","41"
"476","77","65"
"637","13","100"
"1906","62","51"
"769","55","72"
"1200","26","85"
"1050","32","99"
"1872","35","39"
"1620","71","85"
"1906","24","3"
"712","67","12"
"1721","59","12"
"961","14","35"
"1101","14","37"
"1720","11","12"
"193","66","94"
"1954","32","24"
"1422","32","35"
"759","24","56"
"1863","11","2"
"749","58","6"
"1619","71","59"
"6","38","31"
"1855","38","99"
"665","38","31"
"420","30","40"
"1936","39","23"
"983","14","56"
"123","67","30"
"849","30","77"
"1008","13","14"
"1834","32","45"
"218","38","23"
"218","24","37"
"77","16","28"
"1732","14","76"
"1751","11","92"
"1900","35","5"
"767","85","89"
"1297","32","65"
"1816","62","39"
"787","62","56"
"170","70","13"
"1738","70","34"
"1236","67","83"
"185","11","70"
"1060","62","23"
"775","58","100"
"1563","12","81"
"1029","71","92"
"420","71","54"
"1939","36","82"
"1713","36","61"
"847","35","94"
"1405","26","68"
"421","85","93"
"1644","62","41"
"1744","13","26"
"1548","41","18"
"505","70","47"
"785","38","96"
"1161","30","55"
"25","24","86"
"144","38","73"
"1019","55","11"
"1851","67","100"
"1828","71","43"
"1420","30","40"
"641","61","54"
"1342","39","61"
"1294","13","94"
"1280","62","58"
"139","14","43"
"603","70","24"
"1326","32","20"
"896","67","59"
"36","66","8"
"849","62","36"
"1389","67","81"
"4","16","44"
"1898","62","26"
"527","77","48"
"496","70","38"
"1736","24","60"
"685","32","36"
"1865","55","95"
"563","12","8"
"1055","35","10"
"138","32","59"
"249","77","79"
"789","85","64"
"261","58","11"
"1020","36","63"
"240","58","10"
"1175","32","62"
"92","77","92"
"1377","67","79"
"112","11","13"
"270","58","28"
"1167","32","53"
"1277","24","64"
"1690","38","95"
"209","39","72"
"36","35","76"
"350","77","86"
"820","85","63"
"1026","11","9"
"618","16","23"
"1840","66","11"
"1471","24","26"
"23","61","10"
"467","14","94"
"1256","39","41"
"207","62","51"
"269","66","32"
"1026","55","75"
"1484","32","37"
"1149","67","22"
"712","61","26"
"1249","24","76"
"1218","58","2"
"1748","11","67"
"850","59","14"
"348","41","55"
"668","32","50"
"547","61","71"
"1323","26","78"
"1453","62","8"
"50","24","49"
"1176","16","34"
"758","13","2"
"1648","71","12"
"713","39","58"
"87","24","71"
"1287","24","72"
"777","55","10"
"1275","85","28"
"1568","38","85"
"1007","77","52"
"1260","66","14"
"454","36","51"
"1996","39","49"
"1551","38","12"
"1714","39","34"
"1439","55","66"
"964","38","15"
"1935","71","42"
"560","30","22"
"1518","26","10"
"868","58","44"
"202","66","68"
"620","14","9"
"896","41","73"
"1723","38","68"
"431","66","72"
"813","58","89"
"1858","70","53"
"1932","38","49"
"244","24","60"
"1651","61","67"
"1276","55","56"
"236","13","70"
"856","71","55"
"456","39","89"
"1451","30","45"
"1299","66","50"
"1168","71","30"
"1849","85","3"
"517","12","55"
"31","16","66"
"1356","16","31"
"861","36","45"
"1048","66","52"
"1969","59","55"
"272","70","57"
"530","59","79"
"1402","66","84"
"1926","77","19"
"1274","77","57"
"1005","61","43"
"1523","59","44"
"1656","62","94"
"1534","13","11"
"1092","11","44"
"372","30","44"
"811","71","76"
"192","24","57"
"1271","24","65"
"1115","39","15"
"1125","59","71"
"965","30","34"
"1562","71","28"
"1720","16","31"
"159","13","0"
"1744","36","65"
"1306","38","95"
"871","36","82"
"1073","30","14"
"1730","77","19"
"1912","85","76"
"538","36","77"
"870","38","73"
"885","70","52"
"1232","26","31"
"1656","55","97"
"1518","41","98"
"1903","24","88"
"389","24","17"
"1257","58","54"
"52","71","92"
"1002","61","1"
"1614","55","75"
"1525","24","80"
"627","62","75"
"1153","39","43"
"298","14","75"
"194","12","44"
"1876","35","87"
"1069","41","99"
"185","38","10"
"68","67","71"
"163","61","8"
"946","71","89"
"965","85","59"
"401","14","67"
"1718","41","16"
"1331","36","20"
"454","61","75"
"1744","62","54"
"1887","62","30"
"26","67","8"
"1930","71","62"
"196","26","17"
"32","16","97"
"1434","71","48"
"375","11","34"
"153","41","66"
"1821","67","94"
"573","16","48"
"144","35","10"
"237","36","7"
"1898","61","14"
"1664","67","17"
"843","85","43"
"1633","16","25"
"415","35","61"
"15","70","17"
"661","85","15"
"162","67","35"
"710","67","40"
"1546","61","50"
"970","32","10"
"1999","35","50"
"1124","71","87"
"270","13","64"
"1119","38","32"
"1598","14","48"
"1451","55","4"
"507","35","81"
"289","36","50"
"1074","39","0"
"1653","62","29"
"1111","35","83"
"974","77","51"
"933","41","79"
"1697","30","27"
"1778","85","61"
"980","14","51"
"1581","55","50"
"1241","35","53"
"221","35","37"
"1937","36","77"
"500","36","68"
"981","35","71"
"1786","12","38"
"1050","24","27"
"248","59","36"
"1996","85","58"
"221","61","67"
"521","66","33"
"300","39","27"
"1613","39","41"
"1413","71","20"
"1644","32","16"
"1620","24","12"
"1747","35","37"
"727","26","53"
"1135","77","46"
"670","66","26"
"816","55","73"
"1617","12","75"
"752","39","47"
"1968","26","82"
"1973","13","30"
"1497","16","21"
"1997","14","88"
"1603","67","63"
"1290","61","52"
"1114","71","85"
"997","13","43"
"934","16","74"
"804","11","25"
"586","38","73"
"1301","39","71"
"1785","70","44"
"1309","67","96"
"116","30","69"
"854","62","54"
"783","30","45"
"365","35","24"
"1405","59","31"
"1041","16","62"
"308","67","81"
"898","30","90"
"516","16","68"
"1438","35","72"
"159","62","15"
"926","67","19"
"1892","67","30"
"1222","62","6"
"80","62","1"
"364","12","41"
"765","39","60"
"1277","61","32"
"385","55","75"
"1794","85","2"
"111","13","75"
"1682","26","88"
"386","85","6"
"1246","71","91"
"1799","16","73"
"1247","71","84"
"1115","70","23"
"506","61","76"
"479","61","89"
"742","55","91"
"617","32","96"
"194","58","29"
"1952","61","31"
"1323","39","43"
"1859","13","17"
"1493","26","57"
"30","70","49"
"1316","36","74"
"177","77","28"
"712","32","87"
"151","61","31"
"1990","66","99"
"1679","39","13"
"672","16","24"
"1656","70","0"
"1209","41","10"
"254","26","43"
"1493","61","76"
"266","13","6"
"535","36","59"
"1173","70","24"
"133","16","59"
"1875","26","73"
"140","59","17"
"1378","62","38"
"647","30","11"
"458","12","88"
"1526","13","38"
"1304","61","27"
"1190","12","23"
"1108","67","75"
"1935","11","30"
"668","14","69"
"1091","13","0"
"472","59","38"
"20","26","51"
"1619","32","8"
"356","39","78"
"164","71","41"
"1646","14","1"
"1503","30","68"
"575","39","81"
"1040","36","66"
"1127","41","97"
"1115","61","57"
"1205","70","87"
"1128","11","24"
"87","85","63"
"506","32","100"
"45","36","42"
"1935","24","95"
"839","36","20"
"836","30","72"
"70","32","80"
"146","14","49"
"911","14","94"
"1455","11","78"
"1513","16","88"
"815","61","60"
"788","70","83"
"112","32","24"
"1284","39","17"
"433","41","28"
"1478","26","45"
"928","24","55"
"1833","26","5"
"129","41","95"
"782","14","11"
"963","26","16"
"1086","24","37"
"701","41","98"
"842","26","75"
"1098","14","33"
"931","24","63"
"996","26","45"
"1907","36","9"
"1650","71","25"
"1350","59","36"
"527","85","65"
"1230","85","10"
"1572","62","57"
"507","12","32"
"600","85","16"
"632","70","88"
"717","58","48"
"838","36","71"
"1391","16","56"
"1588","16","29"
"1617","59","22"
"1360","85","15"
"1651","71","51"
"379","11","69"
"1389","70","100"
"108","16","33"
"1036","77","12"
"750","30","22"
"1528","32","63"
"1301","32","1"
"1343","85","68"
"633","66","83"
"1028","14","1"
"104","12","28"
"1150","85","99"
"544","71","90"
"1112","38","51"
"444","11","60"
"240","61","22"
"335","14","31"
"1638","66","67"
"1365","36","98"
"45","85","46"
"667","13","10"
"983","39","4"
"237","24","16"
"1347","59","25"
"226","62","18"
"675","14","80"
"1600","38","70"
"1144","24","29"
"343","71","24"
"1426","24","71"
"226","30","97"
"425","13","34"
"1546","35","22"
"276","38","33"
"1466","24","95"
"1563","77","12"
"350","58","61"
"1431","36","35"
"1531","41","57"
"1964","62","85"
"1300","14","14"
"952","26","38"
"605","11","77"
"1265","30","26"
"1118","26","68"
"1650","70","20"
"1647","59","28"
"1889","35","36"
"242","11","73"
"1048","70","57"
"787","58","66"
"1191","14","5"
"359","26","84"
"1995","77","45"
"247","39","1"
"498","70","65"
"1966","32","48"
"210","70","8"
"503","16","35"
"494","67","38"
"1393","24","24"
"103","71","80"
"1099","16","3"
"642","16","24"
"1197","61","30"
"1944","67","2"
"151","39","58"
"1943","59","13"
"1728","24","31"
"351","85","18"
"1120","67","18"
"69","58","26"
"220","62","7"
"269","59","53"
"1917","36","17"
"936","35","100"
"5","85","61"
"1257","35","8"
"1171","24","85"
"1184","62","26"
"1048","71","79"
"1367","35","24"
"1749","39","33"
"833","77","64"
"1478","41","98"
"1057","61","32"
"329","38","17"
"1378","71","41"
"1997","55","67"
"450","38","14"
"1801","71","21"
"286","36","64"
"98","38","61"
"1914","39","87"
"546","71","29"
"1178","24","40"
"732","41","14"
"1949","67","82"
"1702","26","37"
"339","35","82"
"810","16","39"
"1213","32","93"
"1952","58","46"
"285","26","11"
"1610","58","78"
"1324","12","88"
"1512","41","49"
"1379","35","40"
"923","62","5"
"155","35","90"
"1766","38","82"
"1495","24","65"
"1722","66","86"
"705","61","40"
"1735","62","57"
"1506","66","22"
"404","58","77"
"297","13","92"
"426","24","42"
"621","30","2"
"1464","12","33"
"1672","62","52"
"68","38","5"
"1153","11","12"
"238","30","2"
"208","67","88"
"1102","38","22"
"89","41","42"
"1045","58","76"
"1378","13","13"
"638","26","51"
"1982","66","63"
"447","41","48"
"1976","62","73"
"895","11","24"
"1067","71","51"
"1444","70","64"
"1289","30","0"
"575","77","85"
"356","32","7"
"1747","71","21"
"364","35","51"
"623","55","83"
"1135","26","39"
"24","62","83"
"557","32","37"
"740","77","78"
"372","77","7"
"1708","62","53"
"664","67","40"
"1016","32","94"
"1771","77","48"
"1365","12","4"
"201","24","71"
"1905","85","0"
"1384","71","22"
"661","30","46"
"725","26","50"
"754","71","6"
"333","16","87"
"1713","30","70"
"693","85","50"
"1315","35","54"
"243","36","67"
"1824","32","99"
"833","38","100"
"21","85","17"
"953","55","63"
"1050","41","65"
"629","71","55"
"1194","58","25"
"737","24","94"
"1796","14","32"
"482","30","77"
"1309","62","6"
"1097","24","80"
"886","35","50"
"1201","13","39"
"434","71","49"
"845","41","50"
"1453","39","85"
"1457","26","54"
"1683","24","63"
"985","70","70"
"545","70","39"
"534","67","63"
"847","24","10"
"87","58","92"
"584","32","17"
"703","35","63"
"1638","62","61"
"1611","41","72"
"1520","39","52"
"1117","16","34"
"341","16","72"
"234","41","39"
"263","38","21"
"1300","12","1"
"719","71","57"
"415","32","60"
"1702","66","53"
"1375","30","94"
"496","12","57"
"1257","85","97"
"977","77","24"
"1033","62","95"
"1174","77","12"
"749","85","32"
"196","41","22"
"1583","24","91"
"1606","41","67"
"1328","61","40"
"633","41","63"
"1072","77","84"
"1296","11","51"
"614","30","36"
"873","62","33"
"1188","59","75"
"165","61","4"
"461","70","41"
"1193","11","89"
"1047","36","18"
"1663","61","55"
"1462","85","38"
"1771","13","87"
"565","30","49"
"352","12","17"
"103","85","66"
"489","39","65"
"1481","36","56"
"952","55","96"
"789","61","21"
"195","77","59"
"1685","24","58"
"68","71","68"
"1879","71","8"
"520","12","84"
"1194","38","39"
"1511","26","59"
"980","71","91"
"1596","12","0"
"479","55","51"
"636","30","33"
"1371","13","79"
"1786","14","10"
"1242","26","94"
"248","39","78"
"39","67","51"
"40","32","10"
"134","11","59"
"1838","36","77"
"1857","36","12"
"694","41","29"
"931","26","82"
"551","24","59"
"1643","67","92"
"1515","77","89"
"645","13","9"
"1991","32","8"
