"93","55","194","2","32.53","2022-03-15 21:07:07"
"94","66","823","1","117.14","2038-01-19 03:14:07"
"95","16","61","5","497.31","2021-04-30 06:05:11"
"96","59","841","4","28.36","2021-09-15 09:39:29"
"97","41","486","3","329.49","2020-11-06 17:34:32"
"98","24","1609","5","9.87","2021-11-17 00:54:02"
"99","11","1669","2","146.87","2020-09-06 03:16:18"
"100","30","324","2","140.94","2020-12-20 01:58:39"
"101","11","145","5","263.27","2021-05-10 22:20:56"
"102","36","1053","2","41.68","2022-06-10 06:25:49"
"103","13","1884","1","473.38","2021-04-12 09:41:34"
"104","35","1027","1","114.07","2021-06-04 12:22:05"
"105","39","158","1","69.77","2021-04-14 06:57:16"
"106","62","412","5","322.27","2038-01-19 03:14:07"
"107","12","1735","5","85.14","2038-01-19 03:14:07"
"108","71","1302","4","497.99","2020-11-23 18:59:42"
"109","26","1802","2","300.58","2021-07-15 03:17:48"
"110","12","887","5","61.38","2021-01-05 16:41:44"
"111","67","826","2","461.03","2020-08-05 02:44:43"
"112","14","139","3","247.05","2038-01-19 03:14:07"
"113","61","1954","3","350.07","2021-10-04 11:19:30"
"114","70","481","4","4.90","2021-01-11 22:47:31"
"115","24","1812","4","499.73","2021-06-06 06:22:39"
"116","14","516","5","399.49","2021-12-13 10:18:09"
"117","13","1989","5","316.69","2022-02-21 14:53:37"
"118","66","1085","2","3.49","2021-06-22 14:25:50"
"119","16","1496","2","257.60","2020-11-02 09:12:07"
"120","12","177","1","475.39","2020-08-02 09:24:55"
"121","41","1931","4","35.27","2022-01-11 08:22:32"
"122","12","162","4","423.99","2021-04-28 20:44:46"
"123","85","1209","3","245.90","2021-04-19 23:00:40"
"124","16","917","5","350.61","2021-08-23 19:53:44"
"125","32","881","5","41.31","2021-01-02 08:46:12"
"126","41","412","4","322.27","2021-02-02 00:45:35"
"127","36","136","5","212.23","2038-01-19 03:14:07"
"128","85","845","1","0.47","2038-01-19 03:14:07"
"129","24","1973","5","242.27","2021-12-07 14:27:28"
"130","58","296","4","200.89","2038-01-19 03:14:07"
"131","32","887","3","61.38","2021-08-23 07:51:41"
"132","36","130","3","241.31","2020-01-30 15:23:14"
"133","11","1391","2","336.07","2021-01-02 08:49:27"
"134","38","990","3","66.99","2020-01-02 02:21:07"
"135","70","1246","3","30.71","2038-01-19 03:14:07"
"136","35","1043","2","385.60","2020-10-23 20:52:46"
"137","39","1005","4","15.46","2020-09-19 12:20:35"
"138","71","1377","3","387.96","2021-09-15 22:23:40"
"139","39","1716","1","378.41","2020-08-14 14:02:18"
"140","11","1980","3","31.78","2020-01-30 14:45:13"
"141","71","22","1","373.49","2038-01-19 03:14:07"
"142","35","413","2","86.46","2021-12-24 17:05:29"
"143","58","1011","2","344.22","2021-12-30 03:08:54"
"144","70","1572","5","73.18","2021-09-02 05:34:55"
"145","35","1068","2","176.31","2021-03-28 23:01:38"
"146","55","904","2","112.73","2020-05-21 09:29:46"
"147","67","1765","4","59.12","2038-01-19 03:14:07"
"148","13","1315","4","118.35","2020-10-13 14:00:59"
"149","39","1994","5","386.21","2021-10-04 22:43:01"
"150","58","1890","2","432.96","2020-08-20 17:32:18"
"151","12","67","1","90.81","2021-09-03 07:44:10"
"152","41","1264","4","498.56","2020-03-08 10:13:20"
"153","66","285","4","18.36","2021-04-03 18:09:17"
"154","77","1197","3","108.89","2021-06-30 02:56:45"
"155","38","1538","3","372.76","2021-10-01 09:55:53"
"156","67","1864","2","126.47","2020-04-19 04:18:54"
"157","70","375","2","73.65","2038-01-19 03:14:07"
"158","35","1674","5","229.12","2038-01-19 03:14:07"
"159","67","1594","5","389.96","2022-03-25 10:16:10"
"160","36","1701","3","469.57","2021-04-19 06:21:42"
"161","41","239","2","447.77","2022-01-16 14:27:45"
"162","13","1859","4","193.44","2020-09-16 10:40:17"
"163","67","755","1","294.68","2020-02-13 14:17:43"
"164","35","363","4","97.44","2022-02-17 01:33:45"
"165","58","191","5","386.21","2021-12-23 17:27:56"
"166","38","1094","4","176.28","2038-01-19 03:14:07"
"167","13","1690","2","167.92","2022-02-20 16:52:25"
"168","14","1895","1","287.70","2021-02-24 21:10:17"
"169","77","850","5","180.63","2022-04-25 17:43:25"
"170","12","1370","4","135.39","2021-01-09 17:16:24"
"171","59","652","2","360.32","2020-08-27 09:42:38"
"172","59","1532","5","152.40","2021-04-06 13:24:15"
"173","61","1403","1","241.52","2021-11-27 01:11:28"
"174","58","951","1","376.53","2020-04-25 11:26:07"
"175","77","947","5","63.80","2021-01-08 20:22:20"
"176","30","691","4","463.26","2020-12-11 20:47:19"
"177","58","1174","3","224.66","2020-08-20 16:56:02"
"178","38","1363","5","217.08","2038-01-19 03:14:07"
"179","58","1663","3","454.26","2021-08-30 12:49:31"
"180","13","122","3","494.52","2020-08-25 01:52:31"
"181","35","1010","4","282.04","2021-11-05 11:46:34"
"182","67","1451","4","198.17","2020-04-16 04:01:37"
"183","11","666","5","300.70","2022-03-08 00:54:25"
"184","41","1649","1","206.76","2021-12-12 01:04:21"
"185","55","1491","2","52.52","2038-01-19 03:14:07"
"186","16","1364","3","214.38","2021-10-13 08:27:03"
"187","58","1004","1","301.32","2021-02-15 12:17:16"
"188","58","1560","3","389.82","2020-01-14 04:44:29"
"189","38","276","3","264.70","2021-09-01 07:28:42"
"190","39","371","2","348.85","2020-11-14 02:10:35"
"191","62","1134","5","213.87","2020-09-10 11:39:42"
"192","66","499","5","418.91","2022-03-13 11:09:59"
"193","85","1658","4","463.21","2038-01-19 03:14:07"
"194","38","1648","4","288.30","2020-06-08 02:55:42"
"195","32","465","3","490.37","2020-08-24 10:34:26"
"196","12","1167","3","426.74","2021-02-03 09:32:39"
"197","70","609","4","404.30","2022-04-21 11:36:50"
"198","66","1908","2","85.75","2020-08-30 14:01:36"
"199","71","777","1","101.41","2022-05-03 10:44:08"
"200","55","908","5","251.37","2021-02-23 17:22:31"
"201","66","0","5","499.05","2038-01-19 03:14:07"
"202","16","1645","1","45.28","2021-03-17 19:41:28"
"203","13","1865","4","184.19","2038-01-19 03:14:07"
"204","30","1426","5","73.89","2022-05-21 00:04:10"
"205","58","1809","2","115.79","2020-06-18 04:49:05"
"206","14","230","4","173.24","2020-04-03 10:41:46"
"207","35","537","2","483.49","2020-06-29 05:28:10"
"208","12","1807","5","468.67","2021-04-24 15:25:53"
"209","11","380","1","142.37","2022-05-22 10:04:35"
"210","36","914","3","300.60","2038-01-19 03:14:07"
"211","12","1937","2","324.44","2021-03-22 14:27:48"
"212","70","158","3","69.77","2021-12-04 19:10:11"
"213","59","1331","5","281.66","2020-03-11 04:44:32"
"214","13","123","1","349.07","2022-04-09 08:40:49"
"215","14","1157","1","463.71","2020-07-30 18:04:59"
"216","41","339","1","53.44","2021-03-13 06:56:29"
"217","77","726","1","108.47","2021-10-25 10:11:55"
"218","39","608","1","22.43","2022-06-11 22:14:21"
"219","62","1191","5","158.46","2022-03-02 09:55:05"
"220","41","1978","3","44.40","2021-04-26 01:17:16"
"221","38","1868","3","283.22","2020-11-09 15:56:57"
"222","62","409","5","383.54","2021-07-21 09:01:05"
"223","36","969","5","411.16","2020-10-31 18:44:36"
"224","39","1042","1","479.65","2020-12-23 10:28:01"
"225","67","1605","1","31.69","2021-02-28 17:17:06"
"226","62","1567","4","488.86","2020-02-27 19:47:06"
"227","26","876","3","101.58","2020-07-14 08:14:08"
"228","41","1655","2","468.57","2038-01-19 03:14:07"
"229","16","112","2","410.28","2020-05-09 09:18:39"
"230","24","6","5","284.70","2022-06-05 04:45:28"
"231","14","1014","5","304.22","2021-09-04 05:30:25"
"232","66","648","2","46.98","2021-12-11 19:47:34"
"233","30","1867","1","254.16","2020-12-28 22:31:59"
"234","11","314","2","212.26","2021-09-24 03:40:43"
"235","11","540","4","348.88","2022-01-20 18:28:34"
"236","62","991","3","447.88","2021-12-22 11:11:36"
"237","32","1156","2","485.36","2022-04-11 17:46:41"
"238","11","1731","3","451.21","2020-04-15 19:03:03"
"239","62","901","3","330.81","2021-12-27 04:42:38"
"240","35","452","2","83.63","2021-01-22 06:58:59"
"241","66","1196","2","218.33","2021-04-23 19:46:05"
"242","71","1822","3","366.52","2021-09-27 06:44:51"
"243","66","888","4","73.07","2021-10-30 01:43:18"
"244","66","305","5","106.37","2022-04-23 07:01:27"
"245","11","473","4","89.39","2020-01-19 08:23:34"
"246","11","855","4","221.45","2020-08-16 18:40:32"
"247","24","113","5","148.73","2020-08-11 18:35:12"
"248","59","1877","2","357.64","2022-01-20 20:00:59"
"249","14","433","3","273.65","2021-06-07 05:42:16"
"250","24","230","5","173.24","2038-01-19 03:14:07"
"251","71","666","2","300.70","2020-01-03 04:29:14"
"252","39","1245","1","9.63","2020-11-14 23:44:56"
"253","55","565","2","73.83","2021-09-07 11:18:31"
"254","39","1934","5","486.26","2020-06-02 17:59:51"
"255","13","335","4","479.97","2020-10-20 20:42:53"
"256","13","793","2","216.21","2021-03-12 04:19:07"
"257","61","210","4","353.43","2038-01-19 03:14:07"
"258","30","180","4","253.61","2020-06-19 02:50:02"
"259","77","1778","5","276.29","2020-05-18 11:48:33"
"260","41","842","5","385.69","2021-08-05 01:29:07"
"261","14","1635","3","77.48","2022-01-02 21:12:22"
"262","30","355","2","23.90","2022-05-28 14:47:51"
"263","62","1030","5","388.85","2021-09-23 13:10:31"
"264","24","841","1","28.36","2021-11-17 20:06:59"
"265","71","815","4","28.39","2020-01-23 19:00:46"
"266","38","1956","4","195.03","2038-01-19 03:14:07"
"267","12","376","2","41.37","2020-01-15 14:35:32"
"268","16","308","2","181.19","2021-10-25 16:39:40"
"269","32","427","5","472.23","2020-10-18 08:06:27"
"270","30","1908","2","85.75","2020-12-27 07:44:01"
"271","58","473","4","89.39","2022-03-14 07:28:34"
"272","41","1397","2","246.63","2021-03-08 21:20:35"
"273","71","1654","4","119.67","2022-04-11 10:36:24"
"274","11","1200","3","416.28","2021-02-28 12:50:04"
"275","62","751","3","195.93","2022-06-01 07:03:56"
"276","38","296","1","200.89","2020-11-04 11:19:47"
"277","32","849","5","99.65","2022-03-20 23:48:27"
"278","41","1543","2","481.20","2021-03-04 02:25:36"
"279","30","451","5","423.09","2021-04-15 20:09:15"
"280","11","1983","4","488.25","2020-06-21 15:51:18"
"281","71","1914","4","387.74","2038-01-19 03:14:07"
"282","11","580","4","483.31","2021-04-19 01:29:45"
"283","36","148","4","125.79","2020-12-10 02:41:14"
"284","67","1405","3","95.65","2038-01-19 03:14:07"
"285","77","1702","3","154.58","2021-05-05 11:12:23"
"286","35","1106","5","292.33","2022-04-08 05:19:19"
"287","55","1808","2","193.81","2021-01-24 12:09:59"
"288","61","230","5","173.24","2022-03-24 15:52:20"
"289","41","1256","1","84.38","2020-10-29 09:31:05"
"290","14","1151","5","274.97","2022-06-12 07:53:08"
"291","38","228","2","123.96","2020-10-28 10:19:33"
"292","41","28","3","89.04","2021-03-30 06:23:38"
"293","26","1588","1","373.25","2020-09-06 13:28:42"
"294","70","1234","1","407.80","2020-03-06 20:48:01"
"295","13","1366","2","127.00","2020-02-18 04:28:00"
"296","39","557","3","124.61","2021-04-28 02:19:36"
"297","59","745","2","192.84","2022-05-13 14:30:20"
"298","59","1241","2","83.46","2020-10-24 01:53:17"
"299","59","1144","2","182.64","2038-01-19 03:14:07"
"300","13","1917","1","246.12","2021-07-20 02:04:18"
"301","77","1893","5","141.91","2022-02-28 22:37:09"
"302","24","244","2","440.01","2020-06-05 08:27:41"
"303","13","1294","4","213.45","2020-08-26 06:35:16"
"304","12","589","2","262.46","2021-05-07 03:33:57"
"305","61","1908","3","85.75","2020-09-26 04:58:55"
"306","59","1266","2","496.25","2038-01-19 03:14:07"
"307","62","452","2","83.63","2021-02-05 00:45:14"
"308","32","1138","5","8.78","2038-01-19 03:14:07"
"309","70","46","5","310.69","2022-01-01 05:01:05"
"310","38","1986","1","91.83","2038-01-19 03:14:07"
"311","38","788","5","267.02","2020-09-08 02:58:22"
"312","62","1551","5","421.68","2022-04-25 02:31:08"
"313","32","133","5","2.90","2020-11-24 05:32:09"
"314","26","1580","3","85.58","2020-02-06 02:27:14"
"315","59","1474","2","360.06","2021-01-12 09:09:52"
"316","24","1009","3","22.00","2021-08-31 17:29:41"
"317","14","1714","5","212.90","2020-09-28 21:14:55"
"318","58","1392","5","478.71","2038-01-19 03:14:07"
"319","77","1166","4","83.47","2020-05-29 20:53:27"
"320","55","1968","5","360.77","2021-03-25 15:13:54"
"321","30","1043","2","385.60","2038-01-19 03:14:07"
"322","11","85","5","460.48","2020-06-15 11:07:28"
"323","24","1705","2","7.08","2020-06-11 03:24:21"
"324","35","1763","5","83.94","2021-09-14 01:15:16"
"325","70","1728","5","143.62","2020-07-13 14:32:55"
"326","16","605","4","320.43","2020-12-02 00:45:06"
"327","16","1212","5","455.16","2038-01-19 03:14:07"
"328","36","1659","5","219.77","2021-08-20 04:33:39"
"329","41","1280","1","440.68","2021-07-16 04:27:06"
"330","59","299","2","463.03","2021-12-27 09:51:23"
"331","85","1181","5","211.11","2020-01-27 16:57:37"
"332","24","789","2","18.54","2021-06-22 09:42:46"
"333","24","294","3","479.27","2020-02-22 05:07:58"
"334","58","732","2","152.76","2021-03-26 18:39:08"
"335","77","157","4","394.89","2020-06-14 22:07:46"
"336","41","806","2","45.80","2020-05-21 00:48:37"
"337","14","925","1","112.31","2038-01-19 03:14:07"
"338","70","1514","4","38.15","2020-11-12 05:38:08"
"339","30","1244","1","110.84","2022-02-19 20:04:46"
"340","39","325","1","376.35","2020-01-25 00:07:32"
"341","62","1074","2","310.90","2021-01-29 17:23:45"
"342","13","1687","4","474.13","2022-03-25 05:32:05"
"343","13","364","5","404.32","2038-01-19 03:14:07"
"344","77","632","4","212.71","2022-02-18 06:40:49"
"345","58","1200","1","416.28","2022-01-18 18:22:05"
"346","41","183","3","470.01","2020-02-01 10:28:08"
"347","26","1622","2","82.05","2020-08-07 22:21:33"
"348","85","731","4","250.95","2038-01-19 03:14:07"
"349","35","1540","3","26.27","2021-11-13 18:42:56"
"350","61","1648","1","288.30","2022-03-25 10:21:18"
"351","70","1535","1","101.58","2021-01-26 12:26:42"
"352","70","1936","4","294.98","2021-10-11 19:19:03"
"353","59","1143","3","135.15","2021-12-04 18:03:43"
"354","16","72","1","90.99","2021-04-17 05:29:18"
"355","24","1441","4","158.65","2021-12-14 16:25:15"
"356","12","1604","5","326.71","2020-12-03 15:30:49"
"357","11","1036","4","94.43","2020-12-21 02:01:33"
"358","30","1419","3","27.29","2021-04-12 18:49:31"
"359","59","785","2","245.67","2020-11-17 17:02:30"
"360","11","853","1","424.19","2021-07-20 04:48:03"
"361","41","740","3","140.76","2022-05-16 09:14:18"
"362","71","10","1","353.26","2022-02-23 17:20:44"
"363","67","216","1","63.39","2038-01-19 03:14:07"
"364","13","1460","2","327.77","2021-09-06 22:21:23"
"365","71","1188","4","200.49","2020-09-27 14:46:02"
"366","77","766","1","493.59","2021-02-12 15:57:24"
"367","26","185","1","226.98","2022-06-03 21:27:07"
"368","77","42","2","315.28","2020-04-24 09:41:29"
"369","41","950","3","388.61","2021-04-05 15:02:30"
"370","36","537","1","483.49","2022-01-16 04:13:36"
"371","58","1246","5","30.71","2021-10-20 06:21:56"
"372","11","1657","1","56.55","2021-09-21 08:53:00"
"373","61","230","2","173.24","2021-10-02 09:19:06"
"374","58","1671","1","40.56","2020-06-20 10:19:56"
"375","41","835","2","492.97","2021-02-01 23:29:28"
"376","13","1919","1","490.66","2021-03-22 01:17:16"
"377","58","1805","5","442.01","2021-06-10 14:30:51"
"378","85","879","1","432.53","2038-01-19 03:14:07"
"379","12","1363","4","217.08","2021-07-03 18:24:15"
"380","30","1747","5","160.21","2038-01-19 03:14:07"
"381","11","142","1","417.67","2038-01-19 03:14:07"
"382","12","1737","1","253.32","2020-02-04 07:05:50"
"383","13","914","4","300.60","2038-01-19 03:14:07"
"384","66","748","5","386.93","2020-10-26 20:01:34"
"385","55","572","3","489.99","2020-07-24 13:13:10"
"386","70","1389","5","409.74","2020-11-08 08:15:58"
"387","16","1122","4","54.68","2021-09-17 18:26:07"
"388","39","791","5","480.31","2021-11-04 04:28:38"
"389","16","497","2","307.16","2021-04-29 06:03:54"
"390","38","373","4","160.04","2022-03-21 21:45:31"
"391","66","1222","2","478.05","2022-02-05 09:58:59"
"392","24","1263","1","85.23","2020-09-14 00:09:00"
"393","32","1445","4","400.14","2021-12-09 05:25:00"
"394","85","162","1","423.99","2020-08-25 13:52:41"
"395","35","1278","1","369.12","2038-01-19 03:14:07"
"396","85","1180","3","84.94","2020-01-18 17:58:27"
"397","59","1926","3","495.52","2020-03-14 19:12:30"
"398","59","996","5","92.53","2020-05-29 20:30:31"
"399","26","83","3","217.48","2038-01-19 03:14:07"
"400","39","543","1","385.94","2020-01-31 10:46:13"
"401","26","1164","1","198.89","2021-12-02 17:30:46"
"402","36","29","5","50.18","2021-02-21 20:02:06"
"403","26","1773","5","318.82","2038-01-19 03:14:07"
"404","30","840","2","173.38","2020-08-20 13:04:56"
"405","38","818","4","246.55","2022-05-09 17:53:33"
"406","12","932","1","117.41","2020-09-25 23:59:08"
"407","39","1399","4","199.56","2038-01-19 03:14:07"
"408","30","1338","1","23.28","2020-02-19 16:20:39"
"409","70","419","5","458.89","2020-10-15 23:08:30"
"410","61","614","5","359.43","2020-08-18 22:12:36"
"411","30","1780","2","495.81","2020-10-29 19:16:47"
"412","11","1600","1","388.08","2038-01-19 03:14:07"
"413","41","1391","3","336.07","2021-04-04 08:00:42"
"414","61","706","5","428.12","2021-02-11 01:10:22"
"415","77","1878","3","290.84","2020-11-09 06:23:14"
"416","12","157","5","394.89","2021-03-20 22:02:21"
"417","66","339","3","53.44","2020-03-24 08:10:03"
"418","67","1236","1","148.22","2022-03-07 13:03:13"
"419","41","1946","2","100.20","2020-05-12 07:49:07"
"420","77","172","1","277.48","2021-03-16 08:48:32"
"421","41","102","1","277.01","2021-09-29 07:27:06"
"422","41","646","2","344.43","2021-11-18 08:36:36"
"423","85","791","4","480.31","2022-03-04 07:33:50"
"424","16","1524","2","258.80","2021-03-26 02:48:22"
"425","59","1629","5","361.71","2020-01-16 22:52:28"
"426","35","494","1","406.62","2038-01-19 03:14:07"
"427","39","1187","5","287.04","2020-07-09 11:22:41"
"428","30","463","3","1.63","2038-01-19 03:14:07"
"429","61","1090","5","22.13","2021-03-27 05:02:23"
"430","71","831","5","81.80","2022-06-20 01:37:24"
"431","41","409","5","383.54","2020-01-29 08:18:38"
"432","70","695","5","192.13","2022-03-20 22:40:33"
"433","11","1850","1","366.39","2021-06-23 14:08:04"
"434","32","1961","4","497.21","2020-01-08 04:58:18"
"435","77","1943","4","42.44","2022-05-30 23:35:46"
"436","13","2","1","302.26","2020-02-19 18:43:51"
"437","36","746","3","94.34","2020-01-04 06:37:59"
"438","71","740","4","140.76","2022-03-14 22:46:01"
"439","24","125","3","311.77","2020-12-14 13:16:19"
"440","71","1007","1","13.68","2020-06-26 03:17:40"
"441","61","648","2","46.98","2021-09-21 05:32:41"
"442","12","570","4","294.53","2038-01-19 03:14:07"
"443","71","1161","1","40.36","2021-03-18 06:52:04"
"444","71","116","5","105.58","2020-12-18 18:06:23"
"445","70","948","1","236.97","2020-07-19 21:35:15"
"446","39","890","1","383.39","2022-04-04 12:09:50"
"447","61","1198","2","98.70","2021-06-14 06:59:20"
"448","26","889","1","11.05","2021-05-27 03:51:13"
"449","24","1371","1","306.49","2022-03-24 04:48:41"
"450","35","1626","2","88.63","2038-01-19 03:14:07"
"451","58","1889","5","377.65","2020-05-20 06:37:52"
"452","70","1616","2","134.59","2021-06-27 05:49:31"
"453","32","848","3","3.21","2022-03-24 15:04:38"
"454","59","1769","5","186.18","2021-01-14 12:48:38"
"455","11","1623","1","142.05","2038-01-19 03:14:07"
"456","70","1220","2","224.47","2021-10-13 09:31:55"
"457","61","453","4","135.68","2021-02-20 14:25:27"
"458","67","320","5","200.57","2038-01-19 03:14:07"
"459","35","831","3","81.80","2021-08-17 03:02:57"
"460","67","255","1","289.69","2022-02-15 05:02:58"
"461","13","144","4","287.85","2020-07-10 08:54:10"
"462","36","799","4","27.66","2020-05-25 18:25:48"
"463","58","1087","3","38.04","2022-03-22 18:29:26"
"464","38","679","1","414.61","2020-03-24 11:58:02"
"465","85","1194","1","38.14","2020-11-22 14:51:09"
"466","66","552","4","46.68","2021-06-29 14:09:13"
"467","26","528","1","18.99","2020-09-01 07:22:20"
"468","13","1043","3","385.60","2022-03-17 10:35:11"
"469","12","956","3","167.44","2021-12-07 09:02:58"
"470","70","488","4","385.61","2038-01-19 03:14:07"
"471","62","1599","1","296.37","2038-01-19 03:14:07"
"472","55","1799","2","275.13","2020-12-01 21:19:09"
"473","67","1865","4","184.19","2020-12-04 22:19:05"
"474","16","814","4","466.60","2021-05-12 02:21:02"
"475","24","1766","3","443.82","2021-09-23 08:32:51"
"476","32","1186","3","320.93","2021-03-25 14:29:13"
"477","41","487","1","136.04","2022-01-07 12:26:27"
"478","77","432","1","187.01","2038-01-19 03:14:07"
"479","26","271","4","64.71","2022-06-22 18:18:08"
"480","59","1950","4","251.56","2020-11-15 23:58:56"
"481","71","256","1","328.58","2021-01-31 18:08:37"
"482","77","782","1","292.62","2020-11-20 18:35:31"
"483","14","1516","2","264.34","2021-11-22 14:39:21"
"484","58","1887","1","335.92","2020-03-06 11:02:25"
"485","71","1836","2","366.16","2020-06-09 04:13:17"
"486","38","1330","3","224.04","2020-09-13 21:01:23"
"487","61","330","1","242.11","2020-12-07 11:39:21"
"488","24","747","3","420.94","2022-05-15 19:23:12"
"489","61","543","4","385.94","2021-03-15 07:33:37"
"490","61","1867","1","254.16","2020-02-09 10:28:14"
"491","39","1200","2","416.28","2038-01-19 03:14:07"
"492","77","1731","3","451.21","2022-05-18 21:02:42"
"493","12","570","3","294.53","2020-03-14 23:58:42"
"494","61","1804","5","225.74","2020-01-10 08:23:27"
"495","77","198","1","460.02","2020-03-18 18:43:33"
"496","11","1451","5","198.17","2020-09-24 11:12:54"
"497","26","74","5","106.33","2020-11-14 22:38:54"
"498","32","1066","5","192.34","2021-01-30 01:56:27"
"499","58","1436","1","146.34","2038-01-19 03:14:07"
"500","59","494","2","406.62","2021-02-26 22:12:41"
"501","39","514","4","347.21","2022-05-24 14:06:35"
"502","62","1670","4","312.69","2038-01-19 03:14:07"
"503","16","1487","4","321.18","2021-12-16 05:23:49"
"504","70","810","1","441.92","2021-01-18 00:42:25"
"505","36","118","2","433.03","2020-09-24 22:37:31"
"506","77","901","3","330.81","2022-06-22 20:42:38"
"507","12","26","2","83.81","2021-08-03 10:53:25"
"508","85","26","4","83.81","2022-02-15 01:37:28"
